Total Area,Average Area,Std of Area,Average Diameter,Std of Diameter,Ratio of particles
52913.46239999999,16.122322486288844,49.166767090174226,4.676928702010969,4.198172415165643,0.2190200090408325
No.,Area,Diameter,Location
374,0.576,1.68,"[1063.4333333333332, 1804.8833333333332]"
375,25.2864,7.4399999999999995,"[158.6617312072893, 1816.845482156416]"
376,1.8432,2.6399999999999997,"[1749.75, 1803.5885416666665]"
377,376.6752,27.599999999999998,"[1286.7922624053826, 1839.282615898259]"
378,13.1328,7.4399999999999995,"[2011.826754385965, 1814.094298245614]"
379,0.8063999999999999,1.68,"[1918.142857142857, 1801.0476190476188]"
380,3.6576,2.88,"[1249.3622047244094, 1802.8976377952756]"
381,1.8143999999999998,2.16,"[1220.8624338624338, 1802.5185185185185]"
382,15.177599999999998,5.52,"[826.0866540164452, 1808.3535736875394]"
383,0.9503999999999999,1.92,"[512.3838383838383, 1801.060606060606]"
